PROVINCIA,PARTIDO,LOCALIDAD,ADSL,CABLEMODEM,DIAL_UP,FIBRA_OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS
SAN JUAN,IGLESIA,TUDCUM,0,0,0,31,0,0,0,72
SAN JUAN,JÁCHAL,SAN ISIDRO,0,0,0,17,0,0,0,86
SAN JUAN,JÁCHAL,SAN JOSÉ DE JÁCHAL,0,0,0,635,0,1,0,1189
SAN JUAN,JÁCHAL,TAMBERÍAS,0,0,0,11,0,0,0,69
SAN JUAN,JÁCHAL,VILLA MERCEDES,0,0,0,19,0,3,0,137
SAN JUAN,JÁCHAL,GRAN CHINA,0,0,0,0,0,0,0,32
SAN JUAN,JÁCHAL,HUACO,0,0,0,0,0,0,0,96
SAN JUAN,JÁCHAL,PAMPA VIEJA,0,0,0,2,0,0,0,61
SAN JUAN,JÁCHAL,NIQUIVIL,0,0,0,11,0,0,0,25
SAN JUAN,OTROS,OTROS,0,0,0,0,454,0,0,0
SAN JUAN,POCITO,VILLA ABERASTAIN - LA RINCONADA,451,0,1,193,0,1,0,536
SAN JUAN,POCITO,VILLA BARBOSA - VILLA NACUSI,0,0,0,0,0,0,0,42
SAN JUAN,POCITO,QUINTO CUARTEL,0,0,0,0,0,0,0,97
SAN JUAN,POCITO,VILLA ABERASTAIN,0,0,0,0,0,0,0,26
SAN JUAN,RAWSON,RAWSON,1755,0,12,11462,0,1,0,1269
SAN JUAN,RAWSON,VILLA KRAUSE,0,0,0,0,0,0,0,271
SAN JUAN,RAWSON,EL MEDANITO,0,0,0,0,0,0,0,32
SAN JUAN,RAWSON,VILLA BOLAÑOS,0,0,0,0,0,0,0,185
SAN JUAN,RIVADAVIA,RIVADAVIA,1511,0,9,856,3,1,0,1714
SAN JUAN,SAN MARTÍN,SAN ISIDRO (EST. LOS ANGACOS),1,0,0,0,0,0,0,0
SAN JUAN,SAN MARTÍN,VILLA SAN MARTÍN,0,0,0,14,210,1,0,72
SAN JUAN,SAN MARTÍN,VILLA DON BOSCO (EST. ANGACO SUD),0,0,0,3,0,0,0,71
SAN JUAN,SAN MARTÍN,DOS ACEQUIAS (EST. LOS ANGACOS),0,0,0,0,0,0,0,23
SAN JUAN,SANTA LUCÍA,SANTA LUCÍA,1841,0,8,1345,4,0,0,2347
SAN JUAN,SANTA LUCÍA,ALTO DE SIERRA,0,0,0,0,0,0,0,88
SAN JUAN,SARMIENTO,CAÑADA HONDA,0,0,0,1,0,2,0,0
SAN JUAN,SARMIENTO,CIENAGUITA,0,0,0,1,0,0,0,0
SAN JUAN,SARMIENTO,LAS LAGUNAS,0,0,0,0,0,1,0,0
SAN JUAN,SARMIENTO,LOS BERROS,0,0,0,2,0,0,0,53
SAN JUAN,SARMIENTO,VILLA MEDIA AGUA,0,0,0,44,0,0,0,258
SAN JUAN,ULLUM,VILLA IBÁÑEZ,0,0,1,0,0,0,0,411
SAN JUAN,VALLE FÉRTIL,ASTICA,0,0,0,0,0,0,0,30
SAN JUAN,VALLE FÉRTIL,OTROS,0,0,0,0,190,0,0,0
SAN JUAN,VALLE FÉRTIL,VILLA SAN AGUSTÍN,0,0,0,1,0,3,0,260
SAN JUAN,ZONDA,VILLA BASILIO NIEVAS,0,0,0,0,0,0,0,386
SAN LUIS,AYACUCHO,CANDELARIA,0,0,0,372,0,0,0,885
SAN LUIS,AYACUCHO,LA MAJADA,0,0,0,0,0,0,0,212
SAN LUIS,AYACUCHO,LEANDRO N. ALEM,0,0,0,0,0,0,0,11
SAN LUIS,AYACUCHO,LUJÁN,0,0,0,0,0,0,0,1194
SAN LUIS,AYACUCHO,OTROS,0,0,0,0,0,3,0,0
SAN LUIS,AYACUCHO,QUINES,0,0,0,0,0,1,0,1371
SAN LUIS,AYACUCHO,RÍO JUAN GÓMEZ,0,0,0,0,0,0,0,59
SAN LUIS,AYACUCHO,SAN FRANCISCO DEL MONTE DE ORO,0,0,0,0,0,0,0,1715
SAN LUIS,AYACUCHO,PAMPA GRANDE,0,0,0,2,0,0,0,0
SAN LUIS,AYACUCHO,LOMAS BLANCAS,0,0,0,0,0,0,0,34
SAN LUIS,BELGRANO,LA CALERA,0,0,0,69,0,0,0,318
SAN LUIS,BELGRANO,LOS MOLLES,0,0,0,0,0,0,0,228
SAN LUIS,BELGRANO,NOGOLÍ,0,0,0,149,0,0,0,613
SAN LUIS,BELGRANO,SAN PEDRO,0,0,0,0,0,0,0,19
SAN LUIS,BELGRANO,VILLA DE LA QUEBRADA,0,0,0,157,0,0,0,659
SAN LUIS,BELGRANO,VILLA GENERAL ROCA,0,0,0,23,0,0,0,119
SAN LUIS,CHACABUCO,CONCARÁN,0,0,0,0,0,2,0,1887
SAN LUIS,CHACABUCO,CORTADERAS,0,0,0,198,0,0,0,1062
SAN LUIS,CHACABUCO,NASCHEL,0,0,0,0,0,0,0,1135
SAN LUIS,CHACABUCO,PAPAGAYOS,0,0,0,0,0,0,0,53
SAN LUIS,CHACABUCO,RENCA,0,0,0,0,0,0,0,149
SAN LUIS,CHACABUCO,SAN PABLO,0,0,0,0,0,0,0,89
SAN LUIS,CHACABUCO,TILISARAO,0,0,0,0,0,0,0,1662
SAN LUIS,CHACABUCO,VILLA DEL CARMEN,0,0,0,108,0,0,0,394
SAN LUIS,CHACABUCO,VILLA LARCA,0,0,0,110,0,0,0,580
SAN LUIS,CHACABUCO,EL ALGARROBAL,0,0,0,3,0,0,0,0
SAN LUIS,CORONEL PRINGLES,CAROLINA,0,0,0,0,0,0,0,429
SAN LUIS,CORONEL PRINGLES,EL TRAPICHE,0,0,0,343,0,0,0,1787
SAN LUIS,CORONEL PRINGLES,FRAGA,0,0,0,160,0,0,0,498
SAN LUIS,CORONEL PRINGLES,LA BAJADA,0,0,0,0,0,0,0,109
SAN LUIS,CORONEL PRINGLES,LA FLORIDA,0,0,0,16,0,0,0,363
SAN LUIS,CORONEL PRINGLES,LA TOMA,100,0,0,751,0,0,0,2291
SAN LUIS,CORONEL PRINGLES,OTROS,0,0,0,0,0,27,0,0
SAN LUIS,CORONEL PRINGLES,RÍO GRANDE,0,0,0,0,0,0,0,227
SAN LUIS,CORONEL PRINGLES,SALADILLO,0,0,0,33,0,0,0,105
SAN LUIS,CORONEL PRINGLES,EL DURAZNO,0,0,0,0,0,0,0,65
SAN LUIS,GENERAL PEDERNERA,JUAN JORBA,0,0,0,13,0,0,0,122
SAN LUIS,GENERAL PEDERNERA,JUAN LLERENA,0,0,0,0,0,0,0,117
SAN LUIS,GENERAL PEDERNERA,JUSTO DARACT,80,0,4,487,0,0,0,1906
SAN LUIS,GENERAL PEDERNERA,LA PUNILLA,0,0,0,33,0,0,0,129
SAN LUIS,GENERAL PEDERNERA,LAVAISSE,0,0,0,0,0,0,0,53
SAN LUIS,GENERAL PEDERNERA,SAN JOSÉ DEL MORRO,0,0,0,0,0,0,0,233
SAN LUIS,GENERAL PEDERNERA,VILLA MERCEDES,934,22533,76,10607,0,0,0,11510
SAN LUIS,GENERAL PEDERNERA,VILLA SALLES,0,0,0,0,0,0,0,22
SAN LUIS,GENERAL PEDERNERA,LA ANGELINA,0,0,0,0,0,0,0,17
SAN LUIS,GOBERNADOR DUPUY,ANCHORENA,0,0,1,0,0,0,0,237
SAN LUIS,GOBERNADOR DUPUY,ARIZONA,0,0,2,0,0,0,0,324
SAN LUIS,GOBERNADOR DUPUY,BAGUAL,0,0,0,0,0,0,0,192
SAN LUIS,GOBERNADOR DUPUY,BATAVIA,0,0,0,0,0,4,0,170
SAN LUIS,GOBERNADOR DUPUY,BUENA ESPERANZA,0,0,1,0,0,1,0,1205
SAN LUIS,GOBERNADOR DUPUY,FORTÍN EL PATRIA,0,0,0,0,0,0,0,162
SAN LUIS,GOBERNADOR DUPUY,FORTUNA,0,0,0,101,0,0,0,233
SAN LUIS,GOBERNADOR DUPUY,LA MAROMA,0,0,0,0,0,1,0,0
SAN LUIS,GOBERNADOR DUPUY,MARTÍN DE LOYOLA,0,0,0,0,0,3,0,38
SAN LUIS,GOBERNADOR DUPUY,NAHUEL MAPÁ,0,0,0,0,0,0,0,30
SAN LUIS,GOBERNADOR DUPUY,NAVIA,0,0,0,0,0,3,0,123
SAN LUIS,GOBERNADOR DUPUY,NUEVA GALIA,0,0,0,159,0,0,0,517
SAN LUIS,GOBERNADOR DUPUY,UNIÓN,0,0,0,0,0,0,0,845
SAN LUIS,JUNÍN,CARPINTERIA,149,10,0,261,0,0,0,939
SAN LUIS,JUNÍN,CERRO DE ORO,13,14,0,112,0,0,0,267
SAN LUIS,JUNÍN,LAFINUR,0,0,0,0,0,0,0,96
SAN LUIS,JUNÍN,LOS CAJONES,0,0,0,0,0,0,0,194
SAN LUIS,JUNÍN,LOS MOLLES,0,0,0,145,0,0,0,575
SAN LUIS,JUNÍN,MERLO,722,62,0,3931,0,0,0,5092
SAN LUIS,JUNÍN,SANTA ROSA DEL CONLARA,142,0,0,841,0,0,0,1981
SAN LUIS,JUNÍN,TALITA,0,0,0,0,0,2,0,102
SAN LUIS,LA CAPITAL,ALTO PELADO,0,0,0,0,0,0,0,192
SAN LUIS,LA CAPITAL,ALTO PENCOSO,0,0,0,1,0,0,0,97
SAN LUIS,LA CAPITAL,BALDE,0,0,0,131,0,5,0,213
SAN LUIS,LA CAPITAL,BEAZLEY,0,0,0,0,0,0,0,226
SAN LUIS,LA CAPITAL,CAZADOR,0,0,0,0,0,0,0,33
SAN LUIS,LA CAPITAL,CHOSMES,0,0,0,0,0,0,0,15
SAN LUIS,LA CAPITAL,DESAGUADERO,0,0,0,1,0,0,0,70
SAN LUIS,LA CAPITAL,EL VOLCÁN,0,28,0,320,0,0,0,1234
SAN LUIS,LA CAPITAL,JARILLA,0,0,0,0,0,0,0,33
SAN LUIS,LA CAPITAL,JUANA KOSLAY,128,0,2,471,0,0,0,3493
SAN LUIS,LA CAPITAL,POTRERO DE LOS FUNES,0,0,0,0,0,0,0,4171
SAN LUIS,LA CAPITAL,SALINAS DEL BEBEDERO,0,0,0,0,0,0,0,26
SAN LUIS,LA CAPITAL,SAN JERÓNIMO,0,0,0,112,0,0,0,166
SAN LUIS,LA CAPITAL,SAN LUIS,1769,17307,78,10533,0,4,0,19906
SAN LUIS,LA CAPITAL,ZANJITAS,0,0,0,0,0,0,0,119
SAN LUIS,LA CAPITAL,LA PUNTA,0,1306,0,630,0,0,0,0
SAN LUIS,LA CAPITAL,LAS BARRANCAS,0,0,0,0,0,0,0,24
SAN LUIS,LA CAPITAL,VARELA,0,0,0,0,0,0,0,13
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,LA RAMADA,0,0,0,0,0,0,0,19
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,LA VERTIENTE,0,0,0,0,0,2,0,68
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,LAS AGUADAS,0,0,0,0,0,0,0,63
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,LAS CHACRAS,0,0,0,0,0,5,0,72
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,LAS LAGUNAS,0,0,0,0,0,0,0,45
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,PASO GRANDE,0,0,0,42,0,0,0,250
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,POTRERILLO,0,0,0,0,0,0,0,69
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,SAN MARTÍN,1,0,1,92,0,0,0,349
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,VILLA DE PRAGA,0,0,0,22,0,1,0,235
SAN LUIS,OTROS,OTROS,0,0,0,0,70,0,0,0
SANTA CRUZ,CORPEN AIKE,COMANDANTE LUIS PIEDRABUENA,530,440,2,1508,1,1,0,372
SANTA CRUZ,CORPEN AIKE,PUERTO SANTA CRUZ,565,0,4,1310,1,2,0,140
SANTA CRUZ,DESEADO,CALETA OLIVIA,0,0,0,5405,1,6,0,460
SANTA CRUZ,DESEADO,CAÑADÓN SECO,0,0,0,2,0,2,0,118
SANTA CRUZ,DESEADO,JARAMILLO,0,0,0,0,0,1,0,0
SANTA CRUZ,DESEADO,LAS HERAS,0,0,0,5096,1,1,0,1168
SANTA CRUZ,DESEADO,PICO TRUNCADO,0,0,0,2168,1,1,0,1276
SANTA CRUZ,DESEADO,PUERTO DESEADO,1437,0,8,0,1,7,0,0
SANTA CRUZ,GÜER AIKE,28 DE NOVIEMBRE,0,0,0,10,6,1,0,195
SANTA CRUZ,GÜER AIKE,EL TURBIO (EST. GOBERNADOR MAYER),0,0,0,0,0,2,0,0
SANTA CRUZ,GÜER AIKE,RÍO GALLEGOS,2753,10285,164,23387,287,13,0,3544
SANTA CRUZ,GÜER AIKE,YACIMIENTOS RÍO TURBIO,274,0,0,0,1,1,0,0
SANTA CRUZ,LAGO ARGENTINO,EL CALAFATE,1519,0,0,6234,2,7,0,357
SANTA CRUZ,LAGO ARGENTINO,EL CHALTÉN,0,0,0,420,0,1,0,2
SANTA CRUZ,LAGO ARGENTINO,TRES LAGOS,0,0,0,121,0,3,0,1
SANTA CRUZ,LAGO BUENOS AIRES,LOS ANTIGUOS,0,0,2,0,1,3,0,30
SANTA CRUZ,LAGO BUENOS AIRES,PERITO MORENO,0,2600,6,652,101,4,0,13
SANTA CRUZ,MAGALLANES,PUERTO SAN JULIÁN,690,1110,1,3073,1,7,0,114
SANTA CRUZ,RÍO CHICO,BAJO CARACOLES,0,0,0,0,0,1,0,0
SANTA CRUZ,RÍO CHICO,GOBERNADOR GREGORES,0,0,0,159,1,4,0,9
SANTA FE,9 DE JULIO,ESTEBAN RAMS,0,0,0,0,0,2,0,35
SANTA FE,9 DE JULIO,GATO COLORADO,0,0,0,0,0,4,0,0
SANTA FE,9 DE JULIO,GREGORIA PÉREZ DE DENIS (EST. EL NOCHERO),0,0,0,0,0,3,0,144
SANTA FE,9 DE JULIO,LOGROÑO,1,0,0,0,0,0,0,47
SANTA FE,9 DE JULIO,MONTEFIORE,0,0,0,0,0,1,0,17
SANTA FE,9 DE JULIO,POZO BORRADO,0,0,0,0,0,0,0,127
SANTA FE,9 DE JULIO,SAN BERNARDO,0,0,0,0,0,0,0,109
SANTA FE,9 DE JULIO,SANTA MARGARITA,0,0,0,0,0,5,0,96
SANTA FE,9 DE JULIO,TOSTADO,1328,6,0,0,0,2,0,1752
SANTA FE,9 DE JULIO,VILLA MINETTI,0,0,0,0,0,5,0,264
SANTA FE,BELGRANO,ARMSTRONG,299,0,0,152,0,0,0,403
SANTA FE,BELGRANO,BOUQUET,406,0,0,144,0,0,0,1
SANTA FE,BELGRANO,LAS PAREJAS,325,0,0,2462,0,0,0,124
SANTA FE,BELGRANO,LAS ROSAS,1006,2040,0,1110,0,0,0,51
SANTA FE,BELGRANO,MONTES DE OCA,585,0,0,615,168,1,0,61
SANTA FE,BELGRANO,TORTUGAS,136,528,0,0,0,1,0,0
SANTA FE,CASEROS,AREQUITO,39,2241,0,0,0,0,0,8
SANTA FE,CASEROS,ARTEAGA,44,868,0,0,0,0,0,83
SANTA FE,CASEROS,BERAVEBÚ,0,0,0,0,0,0,0,360
SANTA FE,CASEROS,BIGAND,408,1255,0,0,0,0,0,19
SANTA FE,CASEROS,CASILDA,2232,2154,0,4807,0,0,0,1915
SANTA FE,CASEROS,CHABÁS,1045,0,0,620,0,0,0,32
SANTA FE,CASEROS,CHAÑAR LADEADO,37,522,0,862,0,0,0,0
SANTA FE,CASEROS,GÖDEKEN,0,531,0,1,0,0,0,0
SANTA FE,CASEROS,LOS MOLINOS,18,507,0,0,0,0,0,8
SANTA FE,CASEROS,LOS NOGALES,0,44,0,0,0,0,0,0
SANTA FE,CASEROS,LOS QUIRQUINCHOS,0,0,0,0,3,0,0,828
SANTA FE,CASEROS,SAN JOSÉ DE LA ESQUINA,68,1976,0,0,0,0,0,2
SANTA FE,CASEROS,SANFORD,12,0,0,499,0,0,0,0
SANTA FE,CASEROS,VILLADA,69,1,0,0,0,0,0,4
SANTA FE,CASTELLANOS,ALDAO (EST. CASABLANCA),21,0,0,620,0,0,0,53
SANTA FE,CASTELLANOS,ANGÉLICA,251,0,0,356,0,0,0,6
SANTA FE,CASTELLANOS,ATALIVA,9,10,0,413,0,0,0,202
SANTA FE,CASTELLANOS,AURELIA,0,0,0,0,0,0,0,4
SANTA FE,CASTELLANOS,BELLA ITALIA,21,316,0,2,0,0,0,4
SANTA FE,CASTELLANOS,CASTELLANOS,0,1,0,0,0,0,0,5
SANTA FE,CASTELLANOS,COLONIA BICHA,72,0,0,72,0,0,0,47
SANTA FE,CASTELLANOS,COLONIA CELLO,0,0,0,0,0,0,0,29
SANTA FE,CASTELLANOS,COLONIA MARGARITA,0,13,0,0,0,0,0,2
SANTA FE,CASTELLANOS,COLONIA RAQUEL,31,0,0,31,0,0,0,60
SANTA FE,CASTELLANOS,CORONEL FRAGA,0,0,0,0,0,0,0,49
SANTA FE,CASTELLANOS,ESMERALDA,0,82,0,0,0,0,0,0
SANTA FE,CASTELLANOS,ESTACIÓN CLUCELLAS,0,179,0,0,0,0,0,4
SANTA FE,CASTELLANOS,ESTACIÓN SAGUIER,0,11,0,0,0,0,0,3
SANTA FE,CASTELLANOS,EUSEBIA Y CAROLINA,27,0,0,190,0,0,0,41
SANTA FE,CASTELLANOS,EUSTOLIA,0,0,0,0,0,0,0,4
SANTA FE,CASTELLANOS,HUMBERTO PRIMO,174,50,0,49,0,0,0,268
SANTA FE,CASTELLANOS,JOSEFINA,16,77,0,0,0,0,0,1
SANTA FE,CASTELLANOS,LEHMANN,163,342,0,152,0,0,0,0
SANTA FE,CASTELLANOS,MARÍA JUANA,561,0,0,987,0,0,0,145
SANTA FE,CASTELLANOS,PLAZA CLUCELLAS,35,283,0,0,0,0,0,0
SANTA FE,CASTELLANOS,PLAZA SAGUIER,0,51,0,0,0,0,0,0
SANTA FE,CASTELLANOS,PRESIDENTE ROCA,0,137,0,1,0,0,0,5
SANTA FE,CASTELLANOS,PUEBLO MARINI,0,0,0,0,0,0,0,11
SANTA FE,CASTELLANOS,RAFAELA,2032,23017,0,4241,6,2,0,1497
SANTA FE,CASTELLANOS,RAMONA,1,0,0,0,0,0,0,327
SANTA FE,CASTELLANOS,SAN ANTONIO,0,10,0,0,0,0,0,59
SANTA FE,CASTELLANOS,SAN VICENTE,770,1431,0,0,0,0,0,42
SANTA FE,CASTELLANOS,SANTA CLARA DE SAGUIER,12,107,0,0,0,0,0,218
SANTA FE,CASTELLANOS,SUNCHALES,739,21,1,6676,0,0,0,102
SANTA FE,CASTELLANOS,SUSANA,0,0,0,374,0,0,0,78
SANTA FE,CASTELLANOS,TACURAL,437,0,0,494,0,0,0,124
SANTA FE,CASTELLANOS,VILA,419,0,0,0,0,0,0,0
SANTA FE,CASTELLANOS,VILLA SAN JOSÉ,0,53,0,0,0,0,0,31
SANTA FE,CASTELLANOS,VIRGINIA,0,0,0,0,0,0,0,7
SANTA FE,CASTELLANOS,ZENÓN PEREYRA,0,53,0,0,0,0,0,0
SANTA FE,CASTELLANOS,FRONTERA,0,0,0,62,0,0,0,0
SANTA FE,CONSTITUCIÓN,ALCORTA,191,1338,0,477,0,0,0,530
SANTA FE,CONSTITUCIÓN,BOMBAL,245,132,0,626,0,0,0,8
SANTA FE,CONSTITUCIÓN,EMPALME VILLA CONSTITUCIÓN,304,0,0,0,0,0,0,0
SANTA FE,CONSTITUCIÓN,GODOY,0,0,0,0,0,0,0,152
SANTA FE,CONSTITUCIÓN,JUAN B. MOLINA,350,0,0,243,4,0,0,1
SANTA FE,CONSTITUCIÓN,JUNCAL,256,0,0,1,0,0,0,37
SANTA FE,CONSTITUCIÓN,LA VANGUARDIA,0,0,0,114,0,0,0,0
SANTA FE,CONSTITUCIÓN,MÁXIMO PAZ (EST. PAZ),109,52,0,1,0,0,0,137
SANTA FE,CONSTITUCIÓN,PAVÓN,59,0,0,0,0,0,0,0
SANTA FE,CONSTITUCIÓN,PAVÓN ARRIBA,0,75,0,471,0,0,0,29
SANTA FE,CONSTITUCIÓN,RUEDA,0,0,0,0,0,0,0,72
SANTA FE,CONSTITUCIÓN,SANTA TERESA,10,56,0,575,0,0,0,90
SANTA FE,CONSTITUCIÓN,SARGENTO CABRAL,0,0,0,363,0,0,0,102
SANTA FE,CONSTITUCIÓN,VILLA CONSTITUCIÓN,1285,2185,0,4859,0,0,0,444
SANTA FE,CONSTITUCIÓN,PEYRANO,0,793,0,0,0,0,0,0
SANTA FE,CONSTITUCIÓN,CEPEDA,0,0,0,0,0,0,0,4
SANTA FE,CONSTITUCIÓN,GENERAL GELLY,189,0,0,0,0,0,0,4
SANTA FE,CONSTITUCIÓN,STEPHENSON,0,0,0,8,0,0,0,0
SANTA FE,GARAY,CAYASTÁ,0,0,0,0,0,0,0,449
SANTA FE,GARAY,HELVECIA,0,440,0,0,0,0,0,230
SANTA FE,GARAY,SALADERO MARIANO CABAL,0,0,0,0,0,0,0,64
SANTA FE,GARAY,SANTA ROSA DE CALCHINES,62,941,0,0,0,0,0,0
SANTA FE,GARAY,LOS ZAPALLOS,0,67,0,0,67,0,0,0
SANTA FE,GENERAL LÓPEZ,AARÓN CASTELLANOS (EST. CASTELLANOS),0,0,0,0,0,0,0,36
SANTA FE,GENERAL LÓPEZ,AMENÁBAR,127,0,0,0,0,0,0,101
SANTA FE,GENERAL LÓPEZ,CAFFERATA,246,0,0,1,0,0,0,0
SANTA FE,GENERAL LÓPEZ,CAÑADA DEL UCLE,214,0,0,53,0,0,0,0
SANTA FE,GENERAL LÓPEZ,CARMEN,0,0,0,0,40,0,0,101
SANTA FE,GENERAL LÓPEZ,CARRERAS,0,1,0,0,0,0,0,279
SANTA FE,GENERAL LÓPEZ,CHAPUY,0,1,0,0,0,0,0,0
SANTA FE,GENERAL LÓPEZ,CHOVET,0,1,0,0,0,1,0,0
SANTA FE,GENERAL LÓPEZ,CHRISTOPHERSEN,0,0,0,15,0,0,0,78
SANTA FE,GENERAL LÓPEZ,DIEGO DE ALVEAR,206,0,0,64,0,0,0,108
SANTA FE,GENERAL LÓPEZ,ELORTONDO,442,1290,0,0,0,0,0,91
SANTA FE,GENERAL LÓPEZ,FIRMAT,67,1327,0,3780,0,0,0,2
SANTA FE,GENERAL LÓPEZ,HUGHES,0,0,0,1423,0,0,0,6
SANTA FE,GENERAL LÓPEZ,LA CHISPA,0,0,0,0,0,0,0,71
SANTA FE,GENERAL LÓPEZ,MAGGIOLO,78,0,0,0,1,0,0,50
SANTA FE,GENERAL LÓPEZ,MARÍA TERESA,11,1042,0,50,1,0,0,30
SANTA FE,GENERAL LÓPEZ,MELINCUÉ (EST. SAN URBANO),0,0,0,0,0,0,0,203
SANTA FE,GENERAL LÓPEZ,MIGUEL TORRES,0,1,0,0,0,0,0,0
SANTA FE,GENERAL LÓPEZ,MURPHY,0,0,0,717,0,0,0,0
SANTA FE,GENERAL LÓPEZ,RUFINO,353,6,0,7260,0,0,0,0
SANTA FE,GENERAL LÓPEZ,SAN EDUARDO,134,0,0,196,0,0,0,0
SANTA FE,GENERAL LÓPEZ,SAN FRANCISCO DE SANTA FE,0,0,0,45,0,1,0,0
SANTA FE,GENERAL LÓPEZ,SAN GREGORIO,43,0,0,1013,0,0,0,118
SANTA FE,GENERAL LÓPEZ,SANCTI SPIRITU,185,0,0,382,0,1,0,564
SANTA FE,GENERAL LÓPEZ,SANTA ISABEL,106,0,0,1336,0,1,0,0
SANTA FE,GENERAL LÓPEZ,TEODELINA,0,935,0,0,0,0,0,167
SANTA FE,GENERAL LÓPEZ,VENADO TUERTO,989,23121,0,1772,380,0,0,5
SANTA FE,GENERAL LÓPEZ,VILLA CAÑÁS,379,1195,0,1365,4,0,0,124
SANTA FE,GENERAL LÓPEZ,WHEELWRIGHT,0,1433,0,1,0,1,0,11
SANTA FE,GENERAL LÓPEZ,LABORDEBOY,217,0,0,0,0,0,0,0
SANTA FE,GENERAL OBLIGADO,AVELLANEDA (EST. EWALD),2,0,0,3953,750,0,0,1141
SANTA FE,GENERAL OBLIGADO,BERNA,0,0,0,0,10,0,0,48
SANTA FE,GENERAL OBLIGADO,EL ARAZA,0,0,0,0,0,0,0,126
SANTA FE,GENERAL OBLIGADO,EL RABÓN,0,65,0,0,0,1,0,116
SANTA FE,GENERAL OBLIGADO,FLORENCIA,236,136,0,0,0,1,0,184
SANTA FE,GENERAL OBLIGADO,GUADALUPE NORTE,73,0,0,0,0,0,0,0
SANTA FE,GENERAL OBLIGADO,INGENIERO CHANOURDIE,0,0,0,0,0,1,0,85
SANTA FE,GENERAL OBLIGADO,LA ISLETA,0,0,0,0,0,1,0,0
SANTA FE,GENERAL OBLIGADO,LA SARITA,0,0,0,0,0,0,0,85
SANTA FE,GENERAL OBLIGADO,LAS GARZAS,76,0,0,0,0,0,0,0
SANTA FE,GENERAL OBLIGADO,LAS TOSCAS,455,1045,0,255,0,1,0,521
SANTA FE,GENERAL OBLIGADO,LOS LAURELES,0,0,0,0,20,0,0,0
SANTA FE,GENERAL OBLIGADO,MALABRIGO,608,924,0,0,160,0,0,91
SANTA FE,GENERAL OBLIGADO,PARAJE SAN MANUEL,0,0,0,0,0,1,0,0
SANTA FE,GENERAL OBLIGADO,RECONQUISTA,465,14072,1,8366,800,2,0,2839
SANTA FE,GENERAL OBLIGADO,SAN ANTONIO DE OBLIGADO,122,132,0,0,0,6,0,5
SANTA FE,GENERAL OBLIGADO,TACUARENDÍ (EMB. KILÓMETRO 421),92,115,0,0,0,0,0,3
SANTA FE,GENERAL OBLIGADO,VILLA ANA,0,0,0,0,0,1,0,0
SANTA FE,GENERAL OBLIGADO,VILLA GUILLERMINA,163,173,0,0,0,1,0,123
SANTA FE,GENERAL OBLIGADO,VILLA OCAMPO,2009,1807,0,0,0,1,0,0
SANTA FE,GENERAL OBLIGADO,LANTERI,0,0,0,0,0,0,0,300
SANTA FE,GENERAL OBLIGADO,ARROYO CEIBAL,0,0,0,0,0,0,0,108
SANTA FE,IRIONDO,BARRIO CICARELLI,0,0,0,0,0,0,0,9
SANTA FE,IRIONDO,BUSTINZA,287,0,0,6,0,0,0,90
SANTA FE,IRIONDO,CAÑADA DE GÓMEZ,1211,7780,0,342,0,0,0,411
SANTA FE,IRIONDO,CARRIZALES (EST. CLARKE),274,17,0,1,0,0,0,0
SANTA FE,IRIONDO,CLASSON,0,0,0,147,0,0,0,21
SANTA FE,IRIONDO,COLONIA MÉDICI,0,0,0,0,0,0,0,12
SANTA FE,IRIONDO,CORREA,80,991,0,722,0,0,0,35
SANTA FE,IRIONDO,LARGUÍA,0,0,0,0,0,0,0,7
SANTA FE,IRIONDO,LUCIO V. LÓPEZ,0,5,0,0,0,0,0,31
SANTA FE,IRIONDO,OLIVEROS,2000,0,0,1360,0,0,0,0
SANTA FE,IRIONDO,PUEBLO ANDINO,0,853,0,0,0,0,0,414
SANTA FE,IRIONDO,SALTO GRANDE,493,0,0,0,0,0,0,89
SANTA FE,IRIONDO,SERODINO,182,0,0,12,0,0,0,112
SANTA FE,IRIONDO,TOTORAS,293,0,0,920,0,1,0,131
SANTA FE,IRIONDO,VILLA ELOÍSA,563,0,0,457,8,0,0,81
SANTA FE,IRIONDO,VILLA LA RIVERA (OLIVEROS),0,0,0,0,0,0,0,37
SANTA FE,IRIONDO,VILLA LA RIVERA (PUEBLO ANDINO),0,0,0,0,0,1,0,26
SANTA FE,LA CAPITAL,ANGEL GALLARDO,0,0,0,0,0,0,0,23
SANTA FE,LA CAPITAL,ARROYO AGUIAR,99,0,0,0,0,0,0,38
SANTA FE,LA CAPITAL,ARROYO LEYES,0,1115,0,88,0,0,0,106
SANTA FE,LA CAPITAL,CABAL,0,0,0,0,0,0,0,14
SANTA FE,LA CAPITAL,CANDIOTI,0,0,0,287,0,0,0,1
